Amount,MCC,Is Fraud?,Hours,Use_Chip_Chip Transaction,Use_Chip_Online Transaction,Use_Chip_Swipe Transaction
6.68,5812,0,18,0,0,1
19.27,7538,0,9,0,0,1
79.07,5499,0,14,0,0,1
106.61,7801,0,22,0,1,0
157.0,3504,0,18,1,0,0
120.0,4829,0,19,0,0,1
23.38,5813,0,13,0,0,1
83.69,4111,0,21,1,0,0
26.24,5310,0,19,1,0,0
16.55,5411,0,8,0,0,1
20.0,4829,0,16,0,0,1
6.08,5541,0,7,0,0,1
48.17,5300,0,16,0,0,1
39.42,7538,0,12,1,0,0
53.85,4784,0,9,0,1,0
20.08,5541,0,13,0,0,1
27.28,5541,0,15,0,0,1
4.09,5541,0,20,0,0,1
40.04,5311,0,7,0,0,1
8.35,5499,0,10,0,0,1
13.02,5411,0,6,0,0,1
46.57,7349,0,17,0,0,1
24.51,5499,0,19,0,0,1
6.2,5541,0,13,1,0,0
0.36,5499,0,16,0,0,1
72.0,5541,0,16,0,0,1
17.1,4214,0,15,0,0,1
-75.0,5541,0,5,0,0,1
92.0,5499,0,11,0,0,1
4.59,5912,0,0,1,0,0
140.0,4829,0,9,0,0,1
258.97,3387,0,11,1,0,0
27.89,5813,0,19,1,0,0
30.99,5411,0,13,0,0,1
27.62,4121,0,12,1,0,0
71.81,5211,0,21,1,0,0
33.22,5719,0,7,1,0,0
28.76,5970,0,6,1,0,0
51.65,5912,0,14,0,0,1
226.44,4899,0,7,0,1,0
105.85,5311,0,0,0,0,1
96.36,8011,0,12,1,0,0
50.0,5541,0,7,1,0,0
142.19,8021,0,14,1,0,0
9.14,5812,0,11,1,0,0
122.77,5541,0,6,0,0,1
19.53,5912,0,15,0,0,1
36.54,5812,0,18,0,0,1
53.54,4814,0,7,0,0,1
45.09,5719,0,3,1,0,0
13.4,5411,0,10,0,0,1
17.67,9402,0,6,1,0,0
48.44,5812,0,11,1,0,0
43.76,4814,0,15,0,1,0
86.49,5541,0,15,0,0,1
-66.0,5541,0,12,1,0,0
29.93,5311,0,13,0,0,1
33.86,5192,0,15,0,1,0
44.58,5310,0,10,0,0,1
66.52,5411,0,15,0,0,1
51.36,5311,0,13,0,0,1
73.7,5912,0,14,1,0,0
0.75,5499,0,14,0,0,1
54.93,7349,0,22,0,0,1
60.0,4829,0,12,0,0,1
27.18,5942,0,10,0,0,1
41.82,7538,0,11,0,0,1
9.13,7230,0,14,0,0,1
18.87,9402,0,16,0,0,1
42.5,5719,0,12,0,0,1
22.96,4121,0,6,0,0,1
41.46,5300,0,13,0,0,1
24.74,4814,0,2,1,0,0
414.69,8111,0,15,0,0,1
59.27,5300,0,12,0,0,1
25.97,7832,0,20,0,0,1
113.71,5541,0,12,0,0,1
4.17,5942,0,5,0,0,1
63.35,5541,0,6,0,0,1
133.09,5300,0,20,0,0,1
19.2,4121,0,7,1,0,0
5.81,5411,0,9,1,0,0
54.83,5499,0,6,1,0,0
68.2,7538,0,8,1,0,0
-68.0,5499,0,7,1,0,0
71.2,5411,0,18,1,0,0
7.96,5411,0,10,0,0,1
57.0,5499,0,5,0,0,1
44.18,5912,0,12,0,0,1
40.44,7349,0,14,0,1,0
11.32,5211,0,12,1,0,0
55.3,7230,0,10,0,0,1
13.69,7832,0,23,0,0,1
69.0,5541,0,10,1,0,0
6.13,5541,0,12,1,0,0
156.38,5311,0,10,0,1,0
-62.0,5499,0,17,0,0,1
15.08,5813,0,3,0,0,1
46.33,5300,0,11,0,0,1
38.24,5814,0,21,0,0,1
7.28,5411,0,18,0,0,1
11.74,5541,0,21,0,0,1
72.81,4900,0,15,0,1,0
1.96,5499,0,8,0,0,1
121.85,5411,0,23,0,0,1
54.02,7538,0,17,1,0,0
4.37,5812,0,11,1,0,0
46.83,5812,0,16,0,0,1
5.74,5815,0,15,0,1,0
7.93,5812,0,7,0,0,1
162.0,3771,0,10,1,0,0
82.83,5541,0,18,0,0,1
18.73,5812,0,13,0,0,1
67.0,5499,0,19,1,0,0
218.55,4814,0,12,0,0,1
19.49,5912,0,7,0,0,1
29.15,4121,0,14,0,0,1
62.92,4784,0,15,0,1,0
136.52,4814,0,18,0,0,1
60.0,4829,0,20,1,0,0
2.2,5921,0,21,1,0,0
-96.0,5499,0,11,0,0,1
78.0,5499,0,14,1,0,0
93.07,5812,0,17,0,0,1
23.03,5411,0,17,0,0,1
7.45,5411,0,11,0,0,1
-66.0,5541,0,16,0,0,1
100.0,4829,0,13,0,0,1
67.32,5812,0,21,1,0,0
58.0,5499,0,14,0,0,1
16.96,5411,0,8,0,0,1
102.6,5541,0,13,0,0,1
10.26,7542,0,12,0,0,1
-69.0,5499,0,17,0,0,1
184.0,7011,0,13,0,0,1
10.27,5411,0,15,0,0,1
66.0,5541,0,17,0,0,1
122.0,4814,0,14,0,1,0
160.0,4829,0,8,0,0,1
9.17,7801,0,5,0,1,0
113.1,5912,0,20,1,0,0
90.59,7922,0,15,0,1,0
55.89,5812,0,21,0,0,1
9.26,5921,0,17,0,0,1
25.01,7832,0,19,1,0,0
12.57,4784,0,5,0,1,0
16.07,5912,0,14,1,0,0
11.77,5942,0,14,0,0,1
11.29,5300,0,20,0,0,1
19.46,4121,0,7,0,1,0
36.07,5912,0,7,0,0,1
74.0,5541,0,15,1,0,0
149.55,4899,0,21,0,1,0
92.03,4900,0,10,0,0,1
24.98,5813,0,15,0,0,1
11.26,5812,0,11,0,0,1
31.51,5912,0,7,0,0,1
71.0,5541,0,7,1,0,0
11.67,5814,0,7,1,0,0
180.0,4829,0,8,0,0,1
34.28,7349,0,0,0,0,1
27.88,5499,0,8,0,0,1
2.5,5812,0,7,0,0,1
11.21,5311,0,8,0,0,1
77.3,5300,0,14,0,0,1
0.74,5499,0,23,0,0,1
15.64,5411,0,10,1,0,0
99.0,5499,0,13,0,0,1
21.1,5814,0,17,0,0,1
966.04,5311,0,10,0,0,1
28.6,5499,0,7,0,0,1
78.16,5411,0,16,1,0,0
19.33,7832,0,19,1,0,0
60.0,4829,0,12,0,0,1
2.56,5499,0,15,0,0,1
1.81,5499,0,6,0,0,1
49.79,5310,0,14,0,0,1
75.0,5541,0,12,0,0,1
9.26,5411,0,23,0,0,1
-99.0,5541,0,8,0,0,1
-93.0,5499,0,22,0,0,1
38.53,4784,0,19,0,1,0
85.0,5541,0,15,0,0,1
36.77,5211,0,15,0,0,1
9.4,5499,0,12,0,0,1
66.38,5499,0,9,1,0,0
69.98,5912,0,22,0,0,1
68.47,4784,0,22,0,1,0
99.97,5310,0,12,0,0,1
16.06,5814,0,12,0,0,1
72.2,5311,0,19,1,0,0
-100.0,5499,0,18,1,0,0
12.9,5541,0,21,1,0,0
-92.0,5499,0,15,0,0,1
43.9,5311,0,17,0,0,1
51.3,5814,0,18,0,0,1
44.13,4121,0,14,0,1,0
100.0,4829,0,20,1,0,0
41.97,4900,0,22,0,1,0
5.51,5812,0,7,1,0,0
88.74,5812,0,17,0,0,1
22.66,7538,0,9,1,0,0
51.4,5499,0,16,0,0,1
7.84,4121,0,15,0,1,0
-85.0,5541,0,14,1,0,0
-67.0,5499,0,15,1,0,0
10.19,4121,0,20,0,1,0
5.78,5411,0,6,1,0,0
11.68,5411,0,11,0,0,1
1.4,5499,0,16,0,0,1
53.0,5719,0,4,1,0,0
6.34,5541,0,7,0,0,1
50.0,5541,0,13,0,0,1
24.28,5211,0,9,1,0,0
15.7,5541,0,11,0,0,1
49.28,4784,0,10,0,1,0
28.51,5411,0,16,0,0,1
42.18,5300,0,15,0,0,1
26.48,4121,0,2,0,0,1
38.86,4784,0,18,0,1,0
20.19,5813,0,19,0,0,1
-73.0,5541,0,12,0,0,1
13.38,5311,0,16,0,0,1
146.5,4900,0,18,1,0,0
5.22,5813,0,12,0,0,1
5.14,5541,0,14,0,0,1
38.69,5812,0,20,0,0,1
6.7,7542,0,15,0,0,1
117.01,7538,0,14,1,0,0
30.87,7538,0,15,0,0,1
4.86,5541,0,14,1,0,0
61.43,5211,0,12,0,0,1
98.46,5411,0,0,1,0,0
261.14,3509,0,0,1,0,0
70.82,5912,0,18,0,0,1
17.62,7538,0,18,0,0,1
34.45,5211,0,19,1,0,0
12.96,5814,0,16,0,0,1
22.21,4121,0,19,0,1,0
30.2,4121,0,14,0,0,1
14.67,5310,0,20,0,0,1
-57.0,5499,0,12,0,0,1
66.6,7230,0,21,1,0,0
6.95,5812,0,13,0,0,1
33.73,4121,0,19,0,1,0
12.28,5411,0,12,1,0,0
75.0,5499,0,10,0,0,1
10.14,5541,0,19,1,0,0
25.86,4784,0,10,0,1,0
-93.0,5541,0,8,1,0,0
12.1,5814,0,11,0,0,1
105.5,5719,0,15,0,0,1
90.09,5411,0,8,0,0,1
28.49,5970,0,19,1,0,0
180.0,4829,0,9,0,0,1
81.74,8099,0,11,0,0,1
67.0,5499,0,18,1,0,0
1.97,5499,0,14,0,0,1
35.37,5541,0,11,0,0,1
4.25,5411,0,12,1,0,0
10.5,5499,0,12,0,0,1
45.21,5651,0,10,0,0,1
82.83,5411,0,13,0,0,1
14.94,4121,0,19,0,1,0
1.97,5814,0,6,1,0,0
125.45,5251,0,18,0,0,1
90.0,5541,0,8,0,0,1
2.28,5541,0,10,0,0,1
55.15,4814,0,7,0,0,1
67.81,7349,0,9,0,1,0
14.13,5815,0,0,0,1,0
100.0,4829,0,10,0,0,1
9.3,5921,0,15,0,0,1
126.42,5912,0,13,0,0,1
8.37,5300,0,22,0,0,1
12.39,5814,0,12,0,0,1
61.9,4784,0,8,0,1,0
75.0,5499,0,11,0,0,1
55.28,5300,0,7,0,0,1
173.36,4900,0,8,0,0,1
34.26,5311,0,7,0,0,1
35.57,5311,0,6,0,0,1
9.33,5541,0,19,0,0,1
4.67,5942,0,6,0,0,1
9.37,5411,0,5,0,0,1
0.69,5499,0,17,1,0,0
51.0,5499,0,16,0,0,1
98.28,4111,0,7,0,0,1
100.0,4829,0,8,0,0,1
15.26,4121,0,8,0,1,0
75.0,5541,0,13,1,0,0
1.11,5411,0,8,1,0,0
11.21,5812,0,10,0,0,1
36.29,5499,0,20,0,0,1
26.32,5942,0,10,1,0,0
48.51,4814,0,10,0,0,1
11.21,5541,0,11,0,0,1
78.0,5541,0,19,0,0,1
36.31,5942,0,15,1,0,0
13.25,5812,0,11,1,0,0
82.28,5211,0,8,0,0,1
59.0,5499,0,22,1,0,0
10.91,5300,0,7,1,0,0
3.05,5942,0,8,1,0,0
2.4,5541,0,9,0,0,1
1.56,5814,0,6,0,0,1
36.71,5912,0,13,0,0,1
131.62,5311,0,11,0,1,0
65.76,5300,0,20,0,0,1
13.01,5812,0,11,0,0,1
28.22,5411,0,15,0,0,1
3.19,5812,0,7,1,0,0
23.49,5912,0,18,1,0,0
8.5,5812,0,9,0,0,1
9.73,5815,0,11,0,1,0
10.95,5814,0,8,1,0,0
-98.0,5541,0,16,1,0,0
84.0,5541,0,11,0,0,1
57.25,7230,0,10,1,0,0
177.38,4900,0,10,0,1,0
243.69,8011,0,10,0,0,1
199.1,5411,0,15,1,0,0
-76.0,5499,0,15,0,0,1
2.53,5411,0,8,0,0,1
12.13,5812,0,10,0,0,1
0.73,5499,0,17,0,0,1
74.01,5411,0,20,0,0,1
81.89,4111,0,13,0,0,1
2.6,4784,0,9,0,1,0
21.08,5921,0,14,1,0,0
49.5,7538,0,10,1,0,0
8.02,5541,0,7,0,0,1
85.85,7538,0,16,0,0,1
175.84,8011,0,19,1,0,0
107.97,5411,0,12,0,0,1
73.94,7922,0,7,0,1,0
37.7,5499,0,10,0,0,1
17.18,4121,0,11,0,0,1
40.88,5912,0,6,0,0,1
9.39,5541,0,13,0,0,1
10.5,5815,0,16,0,1,0
59.5,5541,0,7,1,0,0
27.29,5411,0,10,0,0,1
2.57,4784,0,14,0,1,0
34.39,5912,0,20,1,0,0
51.0,5541,0,15,0,0,1
9.79,5912,0,4,0,0,1
16.16,5541,0,15,0,0,1
66.95,7538,0,7,0,0,1
154.0,3389,0,22,0,0,1
61.77,5541,0,9,0,0,1
10.63,5541,0,3,0,0,1
6.17,4121,0,16,0,1,0
24.68,5812,0,15,0,0,1
2.36,5812,0,10,1,0,0
2.49,5411,0,6,0,0,1
71.33,5300,0,8,0,0,1
1.92,5499,0,8,0,0,1
36.71,5541,0,14,0,0,1
52.55,5541,0,17,1,0,0
2.99,5942,0,6,0,0,1
84.18,4111,0,15,0,0,1
69.93,5211,0,1,1,0,0
62.88,4111,0,7,1,0,0
49.41,4784,0,15,0,1,0
61.53,7538,0,8,0,0,1
13.21,5921,0,10,0,0,1
70.93,5311,0,13,1,0,0
101.62,5300,0,19,0,0,1
58.14,7230,0,14,0,0,1
99.0,5541,0,7,0,0,1
11.84,5814,0,11,0,0,1
-69.0,5499,0,13,1,0,0
21.85,5541,0,20,1,0,0
83.68,5411,0,14,0,0,1
48.75,5211,0,6,0,0,1
52.0,5499,0,6,0,0,1
44.69,4121,0,12,0,0,1
27.0,5411,0,13,0,0,1
40.11,7832,0,19,1,0,0
1.49,5812,0,6,0,0,1
23.19,5310,0,9,1,0,0
10.4,5541,0,22,1,0,0
2.9,5411,0,22,0,0,1
-94.0,5499,0,17,0,0,1
11.53,5300,0,9,0,0,1
6.86,5411,0,11,0,0,1
1.52,5499,0,12,0,0,1
69.9,5499,0,19,1,0,0
12.6,5411,0,10,0,0,1
44.63,5211,0,15,0,0,1
9.92,5812,0,12,0,0,1
88.0,5541,0,6,1,0,0
43.9,5499,0,9,0,0,1
61.58,4111,0,8,0,0,1
37.31,5813,0,14,0,0,1
28.41,5311,0,15,0,0,1
46.81,5912,0,12,0,0,1
938.41,3000,0,7,0,0,1
14.54,5311,0,16,0,0,1
6.6,5411,0,6,1,0,0
3.16,5814,0,6,0,0,1
42.34,5942,0,14,1,0,0
-94.0,5499,0,8,0,0,1
-75.0,5541,0,12,0,0,1
0.33,5499,0,8,1,0,0
12.45,5812,0,12,1,0,0
14.37,4214,0,16,1,0,0
32.35,5812,0,17,0,0,1
-60.0,5499,0,8,1,0,0
157.13,5411,0,9,0,0,1
1.96,5541,0,16,0,0,1
82.14,5300,0,12,1,0,0
61.14,5310,0,18,1,0,0
15.24,5812,0,7,0,0,1
154.58,4900,0,14,0,1,0
8.21,5411,0,13,0,0,1
140.0,4829,0,11,1,0,0
51.38,5541,0,18,0,0,1
92.0,5499,0,10,0,0,1
65.42,5499,0,12,0,0,1
25.59,7538,0,9,0,0,1
17.51,5814,0,13,0,0,1
5.54,5499,0,12,0,0,1
11.84,5912,0,15,1,0,0
42.85,5499,0,22,1,0,0
21.45,5812,0,13,1,0,0
80.0,4829,0,11,0,0,1
32.83,5813,0,19,1,0,0
100.0,4829,0,11,0,0,1
480.0,3775,0,22,1,0,0
15.71,5411,0,14,0,0,1
9.91,5812,0,11,1,0,0
0.85,5499,0,0,1,0,0
-51.0,5541,0,0,0,0,1
120.25,5311,0,7,0,1,0
8.22,5921,0,13,0,0,1
73.64,5310,0,6,0,0,1
120.0,4829,0,9,0,0,1
39.66,5411,0,11,1,0,0
3.5,5812,0,10,0,0,1
5.43,5310,0,17,0,0,1
321.0,3393,0,9,0,0,1
3.23,5411,0,8,0,0,1
98.23,5541,0,8,0,0,1
29.01,4121,0,11,1,0,0
20.0,4829,0,14,1,0,0
133.51,5311,0,16,0,1,0
77.05,5211,0,0,0,0,1
245.0,3775,0,17,1,0,0
14.48,5411,0,6,0,0,1
50.0,5541,0,14,0,0,1
9.53,5813,0,22,0,0,1
100.0,4829,0,15,0,0,1
132.49,4900,0,7,0,0,1
142.0,7011,0,12,0,0,1
69.19,5499,0,11,0,0,1
114.71,5311,0,15,0,0,1
195.97,4814,0,19,1,0,0
100.0,4829,0,9,0,0,1
6.06,5814,0,8,0,0,1
135.31,5411,0,12,0,0,1
1.23,5814,0,6,0,0,1
3.27,5411,0,9,0,0,1
4.91,5812,0,11,0,0,1
160.0,4829,0,11,0,0,1
6.33,5812,0,7,0,0,1
68.01,5541,0,8,0,0,1
25.68,4784,0,8,0,1,0
16.78,4121,0,19,0,0,1
2.39,5411,0,10,1,0,0
90.0,5499,0,12,0,0,1
8.98,5300,0,13,0,0,1
23.34,5815,0,22,0,1,0
12.44,5411,0,22,1,0,0
8.68,5912,0,14,1,0,0
6.19,7230,0,15,0,0,1
194.08,4899,0,14,0,1,0
13.93,4784,0,10,0,1,0
-83.0,5499,0,12,0,0,1
-61.0,5499,0,21,1,0,0
26.19,5411,0,11,0,0,1
2.64,5499,0,10,0,0,1
0.67,5499,0,23,0,0,1
11.84,5942,0,8,0,0,1
-77.0,5499,0,22,1,0,0
76.48,5814,0,20,0,0,1
74.48,5311,0,21,0,0,1
3.24,5310,0,20,0,0,1
1.87,5499,0,10,1,0,0
15.74,5311,0,11,0,1,0
14.24,5812,0,12,0,0,1
1.65,5499,0,17,1,0,0
68.0,5499,0,7,0,0,1
14.43,5921,0,16,1,0,0
-96.0,5499,0,17,0,0,1
10.1,5812,0,12,0,0,1
64.34,5814,0,20,1,0,0
100.0,4829,0,9,0,0,1
47.2,5912,0,14,0,0,1
10.72,5814,0,15,1,0,0
14.8,5541,0,10,1,0,0
91.88,5912,0,23,1,0,0
13.66,5541,0,10,0,0,1
11.78,5411,0,15,1,0,0
88.76,4899,0,20,0,1,0
-96.0,5541,0,17,0,0,1
58.82,7538,0,13,0,0,1
2.14,5411,0,20,0,0,1
1.05,5499,0,21,0,0,1
40.25,7832,0,17,0,0,1
146.71,5300,0,6,0,0,1
91.7,3775,0,19,0,0,1
6.62,5921,0,2,1,0,0
11.12,5311,0,9,0,0,1
15.93,5541,0,11,1,0,0
28.24,5912,0,11,0,0,1
4.02,5814,0,7,1,0,0
1.85,5499,0,6,1,0,0
2.57,5814,0,9,0,0,1
24.13,4784,0,8,0,1,0
20.0,4829,0,10,0,0,1
15.84,5411,0,15,0,0,1
56.39,5912,0,16,0,0,1
-72.0,5499,0,6,1,0,0
1.74,5541,0,9,0,0,1
66.62,5311,0,4,0,0,1
-94.0,5541,0,12,0,0,1
2.25,5541,0,12,1,0,0
11.35,5541,0,10,0,0,1
4.56,5912,0,10,1,0,0
-83.0,5541,0,12,0,0,1
-61.0,5499,0,14,0,0,1
23.97,4784,0,9,0,1,0
49.62,7538,0,10,0,0,1
87.51,7538,0,16,1,0,0
41.16,5499,0,11,0,0,1
41.64,7538,0,14,0,0,1
487.0,3405,0,12,1,0,0
7.7,4214,0,13,0,0,1
29.6,4784,0,19,0,1,0
19.45,5411,0,6,0,0,1
14.92,4214,0,15,1,0,0
19.98,7832,0,14,0,0,1
-90.0,5541,0,8,0,0,1
47.26,4121,0,11,0,0,1
3.65,5300,0,6,0,0,1
21.21,4121,0,8,0,0,1
20.0,4829,0,12,0,0,1
6.67,5411,0,12,1,0,0
36.94,5499,0,16,1,0,0
13.1,5411,0,10,0,0,1
132.71,5300,0,9,0,0,1
18.48,5813,0,12,0,0,1
41.0,5719,0,7,0,0,1
63.0,5812,0,19,0,0,1
60.0,5541,0,12,1,0,0
-80.0,5499,0,16,1,0,0
53.63,7538,0,18,0,0,1
83.06,5300,0,15,0,0,1
170.08,4900,0,22,0,0,1
55.06,5912,0,8,0,0,1
13.29,5814,0,11,1,0,0
13.18,5411,0,18,0,0,1
828.68,3174,0,9,0,0,1
73.15,5310,0,16,0,0,1
2.46,5541,0,9,1,0,0
2.17,5499,0,21,1,0,0
-54.0,5541,0,15,0,0,1
21.92,5814,0,8,0,0,1
60.26,4900,0,18,0,0,1
10.71,5814,0,11,1,0,0
16.72,5912,0,12,0,0,1
16.42,5541,0,18,0,0,1
10.59,5912,0,12,1,0,0
472.0,7011,0,14,1,0,0
81.43,5541,0,13,0,0,1
30.43,4784,0,8,0,1,0
120.0,4829,0,19,1,0,0
40.08,5211,0,12,0,0,1
50.93,5310,0,10,0,0,1
67.09,5812,0,18,0,0,1
45.79,4784,0,19,0,1,0
16.22,4121,0,1,0,1,0
27.24,7349,0,12,0,1,0
11.32,7210,0,16,1,0,0
37.52,5311,0,14,1,0,0
52.0,5300,0,15,0,0,1
2.57,5814,0,6,0,0,1
61.73,5621,0,19,0,0,1
120.0,4829,0,6,1,0,0
1.22,5411,0,5,0,0,1
48.26,4784,0,7,0,1,0
19.97,5813,0,15,0,0,1
62.92,5812,0,21,0,0,1
2.18,5814,0,8,0,0,1
29.04,4784,0,15,0,1,0
29.57,4784,0,17,0,1,0
2.27,4784,0,15,0,1,0
2.3,5411,0,7,0,0,1
12.13,5912,0,15,1,0,0
28.57,4784,0,21,0,1,0
147.75,4900,0,5,0,0,1
66.0,5499,0,9,1,0,0
1.94,5499,0,7,0,0,1
30.74,5211,0,11,0,0,1
40.85,5541,0,8,1,0,0
33.06,5912,0,7,1,0,0
31.73,5812,0,18,0,0,1
4.85,5499,0,0,0,0,1
-72.0,5541,0,9,1,0,0
100.0,4829,0,7,0,0,1
19.72,5300,0,11,1,0,0
0.73,5499,0,7,0,0,1
120.0,4829,0,13,0,0,1
39.46,5812,0,17,0,0,1
6.13,5411,0,12,0,0,1
7.79,5812,0,9,0,0,1
4.11,5311,0,8,0,1,0
41.49,4121,0,18,0,0,1
119.0,5912,0,16,0,0,1
52.0,5541,0,6,1,0,0
22.18,5812,0,18,0,0,1
196.18,5411,0,15,0,0,1
40.35,5970,0,13,0,0,1
62.2,5813,0,0,0,0,1
30.06,5813,0,16,0,0,1
20.69,5541,0,8,0,0,1
103.16,7538,0,11,0,0,1
0.63,5541,0,20,0,0,1
47.07,5812,0,21,1,0,0
2.3,5499,0,12,0,0,1
21.95,5300,0,12,0,0,1
8.11,5912,0,6,0,0,1
1.31,5499,0,7,0,0,1
7.04,5815,0,15,0,1,0
22.05,7538,0,6,0,0,1
14.3,5912,0,16,0,0,1
-73.0,5499,0,6,0,0,1
27.95,5310,0,14,0,0,1
-93.0,5541,0,17,1,0,0
15.74,5310,0,20,1,0,0
26.22,5921,0,23,0,0,1
2.32,5812,0,6,0,0,1
45.7,5300,0,9,0,0,1
36.66,4784,0,16,0,1,0
27.33,4784,0,4,0,1,0
13.09,5411,0,7,1,0,0
100.0,4829,0,11,0,0,1
63.38,5812,0,18,0,0,1
17.17,5411,0,15,0,0,1
12.0,4121,0,22,0,0,1
31.98,4900,0,4,0,1,0
103.67,5814,0,21,0,0,1
60.0,4829,0,18,0,0,1
761.67,3132,0,19,0,0,1
35.55,4121,0,15,0,1,0
59.59,5411,0,12,0,0,1
36.88,7538,0,17,0,0,1
60.0,4829,0,20,0,0,1
33.97,4121,0,16,1,0,0
20.59,5812,0,11,0,0,1
8.53,5411,0,6,0,0,1
60.66,5311,0,8,0,0,1
73.7,5311,0,19,0,0,1
92.0,5541,0,14,0,0,1
9.56,5814,0,11,0,0,1
80.0,4829,0,0,0,0,1
8.24,5541,0,12,1,0,0
70.9,5300,0,7,0,0,1
69.02,5411,0,3,0,0,1
3.08,7230,0,12,0,0,1
81.81,4111,0,9,1,0,0
41.35,4121,0,11,0,1,0
-74.0,5541,0,7,0,0,1
166.23,4900,0,14,1,0,0
60.0,4829,0,12,0,0,1
-54.0,5541,0,11,0,0,1
3.95,5411,0,7,0,0,1
254.0,3393,0,8,0,0,1
70.44,5300,0,15,0,0,1
64.34,5499,0,19,1,0,0
16.73,5814,0,10,0,0,1
59.7,5541,0,14,0,0,1
10.63,5300,0,11,0,0,1
-70.0,5499,0,12,1,0,0
1.88,5499,0,19,1,0,0
345.0,3596,0,17,0,0,1
1.17,5499,0,16,1,0,0
3.8,5814,0,6,1,0,0
19.57,5541,0,12,0,0,1
41.33,8011,0,13,1,0,0
20.83,5912,0,16,0,0,1
32.59,5813,0,0,1,0,0
57.0,5499,0,14,0,0,1
53.46,5541,0,13,0,0,1
28.18,7832,0,21,1,0,0
-281.0,3730,0,11,0,0,1
75.25,5300,0,13,0,0,1
387.36,8021,0,9,0,0,1
526.54,6300,0,8,0,0,1
6.54,5411,0,10,0,0,1
16.84,5541,0,12,0,0,1
175.44,7011,0,3,0,0,1
46.71,5719,0,6,1,0,0
13.15,5812,0,13,0,0,1
53.37,5812,0,18,0,0,1
140.0,4829,0,8,0,0,1
3.14,5499,0,10,0,0,1
60.0,4829,0,8,0,0,1
17.43,5912,0,6,1,0,0
134.1,5411,0,10,0,0,1
10.66,5310,0,12,1,0,0
3.23,5541,0,10,0,0,1
33.25,4900,0,5,0,0,1
14.87,4121,0,17,0,1,0
7.69,5411,0,6,0,0,1
-71.0,5499,0,7,0,0,1
45.24,5499,0,9,1,0,0
24.02,5311,0,14,0,0,1
62.0,5499,0,16,0,0,1
44.54,5310,0,6,0,0,1
16.27,5411,0,14,0,0,1
-97.0,5541,0,15,0,0,1
6.01,5411,0,9,0,0,1
68.84,5812,0,18,1,0,0
53.4,4814,0,20,1,0,0
18.89,4214,0,9,1,0,0
127.95,4900,0,12,0,1,0
21.57,5813,0,15,0,0,1
46.05,5814,0,19,0,0,1
1.68,5499,0,6,0,0,1
66.42,5812,0,21,0,0,1
174.12,6300,0,13,0,0,1
120.0,4829,0,12,0,0,1
1.26,5815,0,14,0,1,0
30.82,5541,0,7,0,0,1
85.91,5311,0,7,0,0,1
11.17,5310,0,8,0,0,1
73.32,5912,0,20,0,0,1
156.63,4900,0,9,0,0,1
92.0,5541,0,19,0,0,1
78.52,5812,0,5,0,0,1
38.94,5311,0,11,0,0,1
260.46,8049,0,10,0,0,1
20.18,4121,0,8,0,0,1
80.0,4829,0,14,0,0,1
50.89,5912,0,19,0,0,1
38.7,4784,0,12,0,1,0
70.25,5499,0,13,0,0,1
60.07,8021,0,16,0,0,1
19.56,7538,0,14,0,0,1
58.67,5499,0,22,0,0,1
5.66,5541,0,9,1,0,0
25.84,5541,0,15,0,0,1
3.12,5651,0,11,0,0,1
48.45,4784,0,11,0,1,0
2.23,5812,0,7,1,0,0
12.35,5310,0,23,0,0,1
58.52,7538,0,16,1,0,0
2.01,5541,0,2,0,0,1
37.9,4784,0,13,0,1,0
55.06,5814,0,21,0,0,1
2.42,5814,0,6,0,0,1
20.05,4121,0,11,0,1,0
-61.0,5541,0,11,0,0,1
58.84,4121,0,1,0,1,0
29.98,4814,0,6,1,0,0
57.92,5970,0,14,0,0,1
26.27,5300,0,7,0,0,1
10.69,5541,0,13,0,0,1
147.09,6300,0,7,0,1,0
21.91,4121,0,21,0,1,0
53.84,5499,0,8,0,0,1
86.77,5411,0,19,1,0,0
24.19,7832,0,21,1,0,0
17.7,5411,0,15,1,0,0
1.11,5812,0,9,0,0,1
29.2,4121,0,17,0,0,1
51.28,5300,0,15,1,0,0
36.13,5311,0,7,1,0,0
-78.0,5499,0,9,0,0,1
79.24,4784,0,22,0,1,0
51.0,5499,0,9,1,0,0
65.42,5411,0,16,0,0,1
14.06,5541,0,11,0,0,1
87.31,5499,0,10,0,0,1
18.28,5813,0,19,0,0,1
1.57,5541,0,9,0,0,1
60.0,4829,0,0,0,0,1
46.87,4784,0,16,0,1,0
24.4,4784,0,7,0,1,0
64.45,7230,0,8,0,0,1
71.85,5411,0,6,0,0,1
1.91,5499,0,22,1,0,0
24.27,4900,0,12,1,0,0
1.42,5499,0,10,1,0,0
80.85,5411,0,19,1,0,0
0.3,5942,0,5,0,0,1
15.78,4214,0,10,1,0,0
1.23,5499,0,10,1,0,0
151.18,5310,0,11,0,0,1
25.09,7832,0,16,0,0,1
1.47,5499,0,16,1,0,0
9.06,5411,0,7,1,0,0
19.92,5300,0,16,0,0,1
24.6,4121,0,10,0,1,0
13.42,5814,0,21,0,0,1
57.62,5311,0,9,0,1,0
29.37,5813,0,21,1,0,0
-93.0,5541,0,14,0,0,1
64.32,5300,0,14,0,0,1
80.0,5499,0,10,0,0,1
58.57,5211,0,14,0,0,1
3.78,5813,0,20,0,0,1
40.0,4829,0,10,0,0,1
